,Time,Author ID,Tweet
31,2019-07-03 18:21:12+00:00,550853725,"RT @SharaadKuttan: My brother, his wife and eldest son attended the #PinkDot gathering in Singapore to express support for diversity and in…"
32,2019-07-03 18:12:18+00:00,2256088706,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
33,2019-07-03 17:43:31+00:00,1002401830725287936,"RT @SharaadKuttan: My brother, his wife and eldest son attended the #PinkDot gathering in Singapore to express support for diversity and in…"
34,2019-07-03 16:45:27+00:00,963496597,"#PinkDot 2019: LGBTI Singaporeans demand gay sex legalization https://t.co/z97WalFYIs via @gaystarnews
#LGBT #Equality #EqualRights #HumanRights #Singapore @benjaaquila"
35,2019-07-03 14:33:37+00:00,97862009,"RT @SharaadKuttan: My brother, his wife and eldest son attended the #PinkDot gathering in Singapore to express support for diversity and in…"
36,2019-07-03 13:25:00+00:00,94228122,"RT @SharaadKuttan: My brother, his wife and eldest son attended the #PinkDot gathering in Singapore to express support for diversity and in…"
37,2019-07-03 11:42:23+00:00,3947500338,"RT @SharaadKuttan: My brother, his wife and eldest son attended the #PinkDot gathering in Singapore to express support for diversity and in…"
38,2019-07-03 11:07:30+00:00,187940145,"RT @SharaadKuttan: My brother, his wife and eldest son attended the #PinkDot gathering in Singapore to express support for diversity and in…"
39,2019-07-03 10:43:14+00:00,179696247,"RT @SharaadKuttan: My brother, his wife and eldest son attended the #PinkDot gathering in Singapore to express support for diversity and in…"
40,2019-07-03 09:44:08+00:00,2676546818,"RT @SharaadKuttan: My brother, his wife and eldest son attended the #PinkDot gathering in Singapore to express support for diversity and in…"
41,2019-07-03 07:46:52+00:00,374574998,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
42,2019-07-03 07:40:05+00:00,14935588,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
43,2019-07-03 07:37:52+00:00,39710437,"My brother, his wife and eldest son attended the #PinkDot gathering in Singapore to express support for diversity and inclusiveness. My brother’s conservative Christian beliefs hasn’t produced hate &amp; intolerance but remarkably focuses on love. #proud https://t.co/yjiBrfcJaD https://t.co/yUBcN95CXP"
44,2019-07-03 05:56:44+00:00,114472167,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
45,2019-07-03 05:54:13+00:00,86902856,"RT @viceasia: In Singapore, Pink Dot is the only way the local LGBTQ community can celebrate pride publicly. #pride #pride2019 #pinkdot @Pi…"
46,2019-07-03 05:27:18+00:00,923788051,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
47,2019-07-03 05:02:52+00:00,520493541,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
48,2019-07-03 04:57:51+00:00,906068310,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
49,2019-07-03 04:34:20+00:00,830046945771024384,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
50,2019-07-03 04:09:06+00:00,4325695692,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
51,2019-07-03 03:47:42+00:00,1024266295590547456,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
52,2019-07-03 03:28:19+00:00,769579350,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
53,2019-07-03 03:22:30+00:00,204850290,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
54,2019-07-03 03:08:09+00:00,3135670855,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
55,2019-07-03 03:08:00+00:00,189798648,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
56,2019-07-03 02:52:51+00:00,415453264,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
57,2019-07-03 02:40:49+00:00,1036529103921270784,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
58,2019-07-03 02:40:13+00:00,246685254,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
59,2019-07-03 02:35:03+00:00,135894088,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
60,2019-07-03 02:23:17+00:00,806833879537446912,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
61,2019-07-03 02:19:45+00:00,90611882,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
62,2019-07-03 02:18:44+00:00,463760133,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
63,2019-07-03 02:10:05+00:00,2906549810,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
64,2019-07-03 02:09:03+00:00,90635324,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
65,2019-07-03 02:04:39+00:00,1540909110,RT @themomentumco: งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพัน…
66,2019-07-03 02:03:00+00:00,747367167868309505,"งาน Pink Dot ประจำปีนี้ จัดขึ้นเมื่อวันเสาร์ที่ผ่านมา ปีนี้มีการเรียกร้องให้รัฐบาลสิงคโปร์ยกเลิกกฎหมายห้ามการมีเพศสัมพันธ์ระหว่างคนเพศเดียวกัน ซึ่งเป็นกฎหมายที่หลายประเทศยกเลิกไปแล้ว และต่อต้านการเลือกปฏิบัติทางเพศที่เกิดขึ้นกับกลุ่ม LGBTQ+ ในสิงคโปร์ 

https://t.co/q2BVIpdKMJ"
67,2019-07-02 11:55:20+00:00,57573246,"RT @viceasia: In Singapore, Pink Dot is the only way the local LGBTQ community can celebrate pride publicly. #pride #pride2019 #pinkdot @Pi…"
68,2019-07-02 11:46:27+00:00,1006586216,"RT @viceasia: In Singapore, Pink Dot is the only way the local LGBTQ community can celebrate pride publicly. #pride #pride2019 #pinkdot @Pi…"
69,2019-07-02 11:45:01+00:00,1035358050230521856,"In Singapore, Pink Dot is the only way the local LGBTQ community can celebrate pride publicly. #pride #pride2019 #pinkdot @PinkDotSG  https://t.co/GzIjfWeDoQ"
70,2019-07-02 03:54:16+00:00,1075993240405401600,RT @MsMelChen: It surely doesn’t hurt the cause of decriminalizing homosexuality in Singapore to have Lee Kuan Yew’s grandson &amp; his husband…
71,2019-07-02 02:52:46+00:00,965461545433022464,RT @AecNewsToday: ST edited their article to remove any mention of #LeeHsienYang and family attending this year’s #PinkDot Rally &amp; more in…
72,2019-07-02 02:38:08+00:00,192585938,"Being able to visit Singapore after I lived here until 2,5 years ago is great! Meeting many friends and activist around #PinkDot! Also played at a Queer party by legends Bobby Luo and Becca D’Bus! https://t.co/g0dofexH61"
